Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.101.224-172.16.103.240-4280-52608-6,172.16.103.240,52608,172.16.101.224,4280,6,20/03/2024 06:15:14 PM,6569,4,3,751.0,593.0,751.0,0.0,187.75,375.5,593.0,0.0,197.66666666666666,342.36870962944806,204597.35119500684,1065.6112041406607,1094.8333333333333,1743.7930400900982,4527.0,78.0,6249.0,2083.0,2480.5707004639075,4857.0,78.0,4925.0,2462.5,3353.807463167795,4834.0,91.0,0,0,0,0,80,92,608.9206880803775,456.69051606028313,0.0,751.0,168.0,313.928563302454,98551.14285714286,0,1,0,0,0,0,0,0,0.0,192.0,187.75,197.66666666666666,0,0,0,0,0,0,4,751,3,593,-1,8212,1,0,0,0,0,0,0,0,0,0,No Label
172.16.101.224-172.16.103.240-4280-52608-6,172.16.101.224,4280,172.16.103.240,52608,6,20/03/2024 06:15:14 PM,875,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2285.714285714286,875.0,0.0,875.0,875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1142.857142857143,1142.857142857143,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.101.224-172.16.103.240-4280-52616-6,172.16.103.240,52616,172.16.101.224,4280,6,20/03/2024 06:15:14 PM,6324,4,3,614.0,593.0,614.0,0.0,153.5,307.0,593.0,0.0,197.66666666666666,342.36870962944806,190860.21505376344,1106.8943706514865,1054.0,1841.5430486415462,4757.0,71.0,6009.0,2003.0,2613.6130164965125,4982.0,95.0,5167.0,2583.5,3553.2115754624015,5096.0,71.0,0,0,0,0,80,92,632.5110689437065,474.3833017077799,0.0,614.0,150.875,279.4225870305712,78076.98214285714,0,1,0,0,0,0,0,0,0.0,172.42857142857142,153.5,197.66666666666666,0,0,0,0,0,0,4,614,3,593,-1,8212,1,0,0,0,0,0,0,0,0,0,No Label
172.16.101.224-172.16.103.240-4280-52616-6,172.16.101.224,4280,172.16.103.240,52616,6,20/03/2024 06:15:14 PM,835,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395.2095808383233,835.0,0.0,835.0,835.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1197.6047904191616,1197.6047904191616,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.101.224-172.16.103.240-4280-52622-6,172.16.103.240,52622,172.16.101.224,4280,6,20/03/2024 06:15:14 PM,5920,4,3,501.0,593.0,501.0,0.0,125.25,250.5,593.0,0.0,197.66666666666666,342.36870962944806,184797.2972972973,1182.4324324324325,986.6666666666666,1509.9023367975383,3971.0,77.0,5593.0,1864.3333333333333,2122.2531265928983,4256.0,206.0,4504.0,2252.0,3075.914498161482,4427.0,77.0,0,0,0,0,80,92,675.6756756756757,506.7567567567568,0.0,593.0,136.75000000000003,254.40280209597873,64720.785714285725,0,1,0,0,0,0,0,0,0.0,156.28571428571428,125.25,197.66666666666666,0,0,0,0,0,0,4,501,3,593,-1,8212,1,0,0,0,0,0,0,0,0,0,No Label
172.16.101.224-172.16.103.240-4280-52622-6,172.16.101.224,4280,172.16.103.240,52622,6,20/03/2024 06:15:14 PM,697,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.4404591104735,697.0,0.0,697.0,697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1434.7202295552368,1434.7202295552368,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.101.224-172.16.103.240-4280-52632-6,172.16.103.240,52632,172.16.101.224,4280,6,20/03/2024 06:15:14 PM,6283,4,3,609.0,540.0,609.0,0.0,152.25,304.5,540.0,0.0,180.0,311.7691453623979,182874.42304631544,1114.1174598121916,1047.1666666666667,1659.226255417466,4301.0,80.0,6006.0,2002.0,2324.2497714316332,4595.0,106.0,4684.0,2342.0,3198.951078087941,4604.0,80.0,0,0,0,0,80,92,636.6385484641095,477.4789113480821,0.0,609.0,143.625,266.5804287640036,71065.125,0,1,0,0,0,0,0,0,0.0,164.14285714285714,152.25,180.0,0,0,0,0,0,0,4,609,3,540,-1,8212,1,0,0,0,0,0,0,0,0,0,No Label
172.16.101.224-172.16.103.240-4280-52632-6,172.16.101.224,4280,172.16.103.240,52632,6,20/03/2024 06:15:14 PM,914,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2188.183807439825,914.0,0.0,914.0,914.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1094.0919037199126,1094.0919037199126,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.101.224-172.16.103.240-4280-52646-6,172.16.103.240,52646,172.16.101.224,4280,6,20/03/2024 06:15:14 PM,6187,4,3,561.0,593.0,561.0,0.0,140.25,280.5,593.0,0.0,197.66666666666666,342.36870962944806,186520.12283820915,1131.4045579440763,1031.1666666666667,1821.8603038286624,4716.0,96.0,5870.0,1956.6666666666665,2664.478247862672,5009.0,96.0,5129.0,2564.5,3469.772975282389,5018.0,111.0,0,0,0,0,80,92,646.5168902537579,484.88766769031844,0.0,593.0,144.25,267.23598453159605,71415.07142857143,0,1,0,0,0,0,0,0,0.0,164.85714285714286,140.25,197.66666666666666,0,0,0,0,0,0,4,561,3,593,-1,8212,1,0,0,0,0,0,0,0,0,0,No Label
172.16.101.224-172.16.103.240-4280-52646-6,172.16.101.224,4280,172.16.103.240,52646,6,20/03/2024 06:15:14 PM,947,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111.932418162619,947.0,0.0,947.0,947.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1055.9662090813094,1055.9662090813094,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
